shipment_id,order_code,package_code,order_date,origin_warehouse,destination_hub,destination_region,carrier,status,seller_code,shop_name,seller_region,weight_kg,pending_to_delivered_hours
SHP100992,ORD100992,PKG100992,2025-10-12,Chattogram DC,Khulna Hub,Khulna,Pathao Courier,Delivered Late,SEL1031,Prime Bazaar,Chattogram,0.79,28.21
SHP100993,ORD100993,PKG100993,2026-03-18,Khulna DC,Mymensingh Hub,Mymensingh,eCourier,Delivered,SEL1014,Fresh Hub,Khulna,4.86,39.66
SHP100994,ORD100994,PKG100994,2025-11-04,Chattogram DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1031,Prime Bazaar,Chattogram,11.0,25.95
SHP100995,ORD100995,PKG100995,2026-08-12,Rajshahi DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1041,Silver Hub,Chattogram,2.94,28.02
SHP100996,ORD100996,PKG100996,2026-06-24,Dhaka Hub,Comilla Hub,Comilla,eCourier,Delivered,SEL1014,Fresh Hub,Khulna,11.42,42.9
SHP100997,ORD100997,PKG100997,2026-05-01,Dhaka Hub,Narayanganj Hub,Narayanganj,Sundarban Courier,Returned,SEL1035,Riverside Gallery,Mymensingh,1.38,42.47
SHP100998,ORD100998,PKG100998,2026-05-13,Chattogram DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1042,Smart Bazaar,Rajshahi,8.04,29.5
SHP100999,ORD100999,PKG100999,2026-03-25,Khulna DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1031,Prime Bazaar,Chattogram,11.6,41.88
SHP101000,ORD101000,PKG101000,2025-09-21,Khulna DC,Khulna Hub,Khulna,RedX,Delivered,SEL1017,Golden Outlet,Khulna,7.92,22.73
SHP101001,ORD101001,PKG101001,2026-01-14,Chattogram DC,Barisal Hub,Barisal,Sundarban Courier,Delayed,SEL1033,Riverside Collection,Sylhet,10.81,52.21
SHP101002,ORD101002,PKG101002,2026-02-19,Khulna DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1047,Suncity Depot,Dhaka,11.89,30.35
SHP101003,ORD101003,PKG101003,2026-07-14,Khulna DC,Rajshahi Hub,Rajshahi,Sundarban Courier,In Transit,SEL1013,Elite Trading,Dhaka,7.77,33.6
SHP101004,ORD101004,PKG101004,2025-11-15,Sylhet DC,Comilla Hub,Comilla,Steadfast Courier,Delivered Late,SEL1034,Riverside Emporium,Dhaka,9.43,32.16
SHP101005,ORD101005,PKG101005,2026-02-19,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1040,Silver Emporium,Barisal,0.58,28.69
SHP101006,ORD101006,PKG101006,2025-12-29,Dhaka Hub,Sylhet Hub,Sylhet,Steadfast Courier,Delivered Late,SEL1019,Green Fashion House,Rajshahi,5.24,33.56
SHP101007,ORD101007,PKG101007,2025-10-17,Chattogram DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1023,Horizon Shop,Rangpur,3.6,26.32
SHP101008,ORD101008,PKG101008,2025-10-06,Sylhet DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1053,Trendy Store,Chattogram,9.93,16.11
SHP101009,ORD101009,PKG101009,2026-01-05,Dhaka Hub,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,8.2,38.1
SHP101010,ORD101010,PKG101010,2025-09-29,Sylhet DC,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1035,Riverside Gallery,Mymensingh,7.45,39.81
SHP101011,ORD101011,PKG101011,2025-09-24,Dhaka Hub,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1008,Elite Depot,Chattogram,11.19,28.55
SHP101012,ORD101012,PKG101012,2025-12-31,Khulna DC,Comilla Hub,Comilla,Pathao Courier,Delivered Late,SEL1055,Urban Collection,Chattogram,1.25,26.83
SHP101013,ORD101013,PKG101013,2025-11-09,Dhaka Hub,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1035,Riverside Gallery,Mymensingh,11.46,17.5
SHP101014,ORD101014,PKG101014,2026-03-11,Dhaka Hub,Rajshahi Hub,Rajshahi,Pathao Courier,In Transit,SEL1045,Smart Store,Dhaka,1.39,28.95
SHP101015,ORD101015,PKG101015,2025-09-07,Khulna DC,Rangpur Hub,Rangpur,Steadfast Courier,Delivered,SEL1036,Royal Emporium,Comilla,4.29,25.95
SHP101016,ORD101016,PKG101016,2025-12-14,Chattogram DC,Sylhet Hub,Sylhet,Steadfast Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,7.64,42.07
SHP101017,ORD101017,PKG101017,2026-02-04,Chattogram DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1020,Horizon Bazaar,Dhaka,4.23,34.2
SHP101018,ORD101018,PKG101018,2026-07-31,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,In Transit,SEL1042,Smart Bazaar,Rajshahi,8.25,26.87
SHP101019,ORD101019,PKG101019,2026-04-08,Chattogram DC,Dhaka Hub,Dhaka,Steadfast Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,9.35,33.63
SHP101020,ORD101020,PKG101020,2026-07-02,Khulna DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1007,Delta Trading,Dhaka,9.98,36.93
SHP101021,ORD101021,PKG101021,2025-12-28,Khulna DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1050,Suncity Retail,Chattogram,2.32,29.76
SHP101022,ORD101022,PKG101022,2026-02-03,Chattogram DC,Sylhet Hub,Sylhet,RedX,Delivered Late,SEL1049,Suncity Gallery,Khulna,2.35,30.36
SHP101023,ORD101023,PKG101023,2026-01-24,Khulna DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1006,Delta Store,Rajshahi,0.82,20.14
SHP101024,ORD101024,PKG101024,2026-07-05,Khulna DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1006,Delta Store,Rajshahi,5.99,24.75
SHP101025,ORD101025,PKG101025,2026-07-29,Sylhet DC,Barisal Hub,Barisal,RedX,Delivered,SEL1041,Silver Hub,Chattogram,1.82,34.76
SHP101026,ORD101026,PKG101026,2026-07-30,Sylhet DC,Barisal Hub,Barisal,eCourier,Delivered Late,SEL1050,Suncity Retail,Chattogram,3.96,46.12
SHP101027,ORD101027,PKG101027,2026-05-19,Rajshahi DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered Late,SEL1023,Horizon Shop,Rangpur,10.12,39.85
SHP101028,ORD101028,PKG101028,2026-02-22,Sylhet DC,Barisal Hub,Barisal,Sundarban Courier,Delivered Late,SEL1038,Royal Outlet,Khulna,11.39,41.59
SHP101029,ORD101029,PKG101029,2026-03-07,Chattogram DC,Khulna Hub,Khulna,RedX,Delivered,SEL1059,Value Store,Dhaka,9.9,35.8
SHP101030,ORD101030,PKG101030,2026-08-06,Sylhet DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1019,Green Fashion House,Rajshahi,0.21,37.1
SHP101031,ORD101031,PKG101031,2025-12-08,Rajshahi DC,Rajshahi Hub,Rajshahi,Steadfast Courier,Delivered,SEL1013,Elite Trading,Dhaka,6.9,22.89
SHP101032,ORD101032,PKG101032,2025-12-29,Khulna DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1059,Value Store,Dhaka,2.17,38.99
SHP101033,ORD101033,PKG101033,2026-07-08,Dhaka Hub,Chattogram Hub,Chattogram,RedX,Returned,SEL1016,Golden Hub,Comilla,4.63,31.1
SHP101034,ORD101034,PKG101034,2026-01-12,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1028,Modern Depot,Khulna,5.25,28.19
SHP101035,ORD101035,PKG101035,2025-11-21,Khulna DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1026,Metro Outlet,Sylhet,11.33,28.24
SHP101036,ORD101036,PKG101036,2026-03-13,Chattogram DC,Khulna Hub,Khulna,RedX,Delivered,SEL1031,Prime Bazaar,Chattogram,7.68,26.15
SHP101037,ORD101037,PKG101037,2025-12-22,Rajshahi DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1016,Golden Hub,Comilla,3.36,33.93
SHP101038,ORD101038,PKG101038,2026-07-06,Rajshahi DC,Khulna Hub,Khulna,RedX,Delivered,SEL1040,Silver Emporium,Barisal,7.78,33.75
SHP101039,ORD101039,PKG101039,2026-07-12,Rajshahi DC,Rangpur Hub,Rangpur,eCourier,Delivered,SEL1041,Silver Hub,Chattogram,11.43,34.05
SHP101040,ORD101040,PKG101040,2025-12-15,Dhaka Hub,Chattogram Hub,Chattogram,RedX,Delivered,SEL1012,Elite Traders,Dhaka,0.9,23.27
SHP101041,ORD101041,PKG101041,2026-03-03,Sylhet DC,Rangpur Hub,Rangpur,Steadfast Courier,Cancelled,SEL1028,Modern Depot,Khulna,9.83,18.63
SHP101042,ORD101042,PKG101042,2026-08-07,Sylhet DC,Dhaka Hub,Dhaka,RedX,In Transit,SEL1003,Classic Fashion House,Sylhet,2.76,31.87
SHP101043,ORD101043,PKG101043,2026-05-15,Khulna DC,Dhaka Hub,Dhaka,Sundarban Courier,Cancelled,SEL1013,Elite Trading,Dhaka,2.01,38.18
SHP101044,ORD101044,PKG101044,2025-11-14,Rajshahi DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1059,Value Store,Dhaka,10.81,25.12
SHP101045,ORD101045,PKG101045,2026-03-24,Chattogram DC,Chattogram Hub,Chattogram,Pathao Courier,Returned,SEL1030,Nova Retail,Dhaka,0.22,26.7
SHP101046,ORD101046,PKG101046,2026-04-03,Sylhet DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1037,Royal Gallery,Dhaka,8.94,36.36
SHP101047,ORD101047,PKG101047,2026-04-15,Khulna DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1053,Trendy Store,Chattogram,1.23,34.38
SHP101048,ORD101048,PKG101048,2025-09-09,Khulna DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1042,Smart Bazaar,Rajshahi,7.49,37.44
SHP101049,ORD101049,PKG101049,2025-12-13,Khulna DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1047,Suncity Depot,Dhaka,7.53,38.17
SHP101050,ORD101050,PKG101050,2026-06-23,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered Late,SEL1042,Smart Bazaar,Rajshahi,10.38,25.3
SHP101051,ORD101051,PKG101051,2025-11-23,Rajshahi DC,Mymensingh Hub,Mymensingh,eCourier,Delivered,SEL1029,Modern Emporium,Sylhet,9.91,42.84
SHP101052,ORD101052,PKG101052,2025-12-13,Dhaka Hub,Sylhet Hub,Sylhet,eCourier,Delivered,SEL1037,Royal Gallery,Dhaka,8.28,43.63
SHP101053,ORD101053,PKG101053,2025-12-21,Sylhet DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1017,Golden Outlet,Khulna,4.69,43.9
SHP101054,ORD101054,PKG101054,2025-11-01,Khulna DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1053,Trendy Store,Chattogram,2.16,29.0
SHP101055,ORD101055,PKG101055,2025-10-24,Dhaka Hub,Rangpur Hub,Rangpur,Pathao Courier,In Transit,SEL1010,Elite Gallery,Sylhet,7.7,30.99
SHP101056,ORD101056,PKG101056,2025-12-30,Sylhet DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1053,Trendy Store,Chattogram,6.06,34.42
SHP101057,ORD101057,PKG101057,2026-06-30,Sylhet DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1052,Trendy Collection,Rangpur,1.12,39.81
SHP101058,ORD101058,PKG101058,2025-09-01,Khulna DC,Khulna Hub,Khulna,Pathao Courier,Delivered Late,SEL1008,Elite Depot,Chattogram,11.48,21.05
SHP101059,ORD101059,PKG101059,2025-12-08,Dhaka Hub,Chattogram Hub,Chattogram,Sundarban Courier,In Transit,SEL1042,Smart Bazaar,Rajshahi,3.91,45.07
SHP101060,ORD101060,PKG101060,2025-09-21,Chattogram DC,Rajshahi Hub,Rajshahi,Steadfast Courier,Delivered,SEL1059,Value Store,Dhaka,0.23,28.19
SHP101061,ORD101061,PKG101061,2026-03-14,Chattogram DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1034,Riverside Emporium,Dhaka,10.84,24.47
SHP101062,ORD101062,PKG101062,2025-11-26,Khulna DC,Dhaka Hub,Dhaka,eCourier,Returned,SEL1020,Horizon Bazaar,Dhaka,7.01,30.15
SHP101063,ORD101063,PKG101063,2026-06-02,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1052,Trendy Collection,Rangpur,8.85,40.07
SHP101064,ORD101064,PKG101064,2026-03-22,Sylhet DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1030,Nova Retail,Dhaka,2.0,31.21
SHP101065,ORD101065,PKG101065,2026-05-30,Khulna DC,Rangpur Hub,Rangpur,Steadfast Courier,Delivered,SEL1007,Delta Trading,Dhaka,4.97,30.15
SHP101066,ORD101066,PKG101066,2026-04-08,Khulna DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1014,Fresh Hub,Khulna,7.81,50.82
SHP101067,ORD101067,PKG101067,2026-01-30,Dhaka Hub,Comilla Hub,Comilla,RedX,Delayed,SEL1040,Silver Emporium,Barisal,3.16,13.91
SHP101068,ORD101068,PKG101068,2026-06-25,Rajshahi DC,Narayanganj Hub,Narayanganj,Steadfast Courier,Delayed,SEL1027,Modern Corner,Comilla,8.48,33.14
SHP101069,ORD101069,PKG101069,2026-02-12,Dhaka Hub,Chattogram Hub,Chattogram,RedX,Delivered,SEL1013,Elite Trading,Dhaka,2.96,31.95
SHP101070,ORD101070,PKG101070,2026-07-26,Dhaka Hub,Sylhet Hub,Sylhet,Sundarban Courier,Delivered,SEL1047,Suncity Depot,Dhaka,2.67,33.26
SHP101071,ORD101071,PKG101071,2026-08-11,Dhaka Hub,Rangpur Hub,Rangpur,RedX,In Transit,SEL1007,Delta Trading,Dhaka,0.34,26.47
SHP101072,ORD101072,PKG101072,2026-03-23,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1013,Elite Trading,Dhaka,3.53,22.52
SHP101073,ORD101073,PKG101073,2026-04-22,Rajshahi DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1027,Modern Corner,Comilla,3.11,40.56
SHP101074,ORD101074,PKG101074,2025-11-28,Chattogram DC,Mymensingh Hub,Mymensingh,Pathao Courier,Cancelled,SEL1002,Bengal Hub,Barisal,9.22,36.6
SHP101075,ORD101075,PKG101075,2026-06-09,Khulna DC,Khulna Hub,Khulna,Steadfast Courier,Delivered,SEL1023,Horizon Shop,Rangpur,6.92,27.08
SHP101076,ORD101076,PKG101076,2026-04-21,Sylhet DC,Khulna Hub,Khulna,RedX,Delivered,SEL1054,Trendy Trading,Narayanganj,2.3,17.13
SHP101077,ORD101077,PKG101077,2026-07-10,Dhaka Hub,Dhaka Hub,Dhaka,Sundarban Courier,Delivered Late,SEL1056,Urban Store,Khulna,6.9,26.15
SHP101078,ORD101078,PKG101078,2025-12-02,Sylhet DC,Khulna Hub,Khulna,Pathao Courier,Delivered Late,SEL1052,Trendy Collection,Rangpur,2.86,31.92
SHP101079,ORD101079,PKG101079,2026-05-31,Dhaka Hub,Chattogram Hub,Chattogram,RedX,Delivered,SEL1019,Green Fashion House,Rajshahi,5.22,40.8
SHP101080,ORD101080,PKG101080,2026-02-10,Sylhet DC,Narayanganj Hub,Narayanganj,Steadfast Courier,Delivered,SEL1003,Classic Fashion House,Sylhet,10.68,39.14
SHP101081,ORD101081,PKG101081,2025-11-04,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1048,Suncity Emporium,Dhaka,8.69,36.64
SHP101082,ORD101082,PKG101082,2025-10-30,Sylhet DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1022,Horizon Depot,Sylhet,7.88,50.84
SHP101083,ORD101083,PKG101083,2026-03-14,Chattogram DC,Comilla Hub,Comilla,eCourier,In Transit,SEL1044,Smart Mart,Rangpur,3.52,39.15
SHP101084,ORD101084,PKG101084,2025-12-20,Khulna DC,Narayanganj Hub,Narayanganj,Steadfast Courier,In Transit,SEL1007,Delta Trading,Dhaka,1.67,45.68
SHP101085,ORD101085,PKG101085,2025-10-06,Sylhet DC,Khulna Hub,Khulna,Steadfast Courier,Delivered,SEL1040,Silver Emporium,Barisal,9.08,42.62
SHP101086,ORD101086,PKG101086,2026-01-26,Chattogram DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1035,Riverside Gallery,Mymensingh,6.9,29.23
SHP101087,ORD101087,PKG101087,2026-04-14,Sylhet DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1055,Urban Collection,Chattogram,7.55,38.89
SHP101088,ORD101088,PKG101088,2025-12-20,Dhaka Hub,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1006,Delta Store,Rajshahi,11.71,38.16
SHP101089,ORD101089,PKG101089,2026-07-28,Rajshahi DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1024,Metro Bazaar,Dhaka,4.31,53.15
SHP101090,ORD101090,PKG101090,2026-05-28,Khulna DC,Barisal Hub,Barisal,Steadfast Courier,Delivered,SEL1059,Value Store,Dhaka,9.65,35.2
SHP101091,ORD101091,PKG101091,2026-02-25,Chattogram DC,Khulna Hub,Khulna,Pathao Courier,In Transit,SEL1023,Horizon Shop,Rangpur,6.8,39.71
SHP101092,ORD101092,PKG101092,2026-07-21,Khulna DC,Khulna Hub,Khulna,RedX,In Transit,SEL1039,Silver Depot,Dhaka,2.98,22.45
SHP101093,ORD101093,PKG101093,2026-01-28,Khulna DC,Rangpur Hub,Rangpur,Steadfast Courier,Delivered,SEL1009,Elite Emporium,Dhaka,0.82,32.76
SHP101094,ORD101094,PKG101094,2025-10-19,Khulna DC,Comilla Hub,Comilla,Steadfast Courier,In Transit,SEL1043,Smart Emporium,Barisal,7.47,27.05
SHP101095,ORD101095,PKG101095,2025-09-13,Dhaka Hub,Dhaka Hub,Dhaka,RedX,Delivered,SEL1016,Golden Hub,Comilla,3.71,19.0
SHP101096,ORD101096,PKG101096,2026-07-22,Rajshahi DC,Mymensingh Hub,Mymensingh,Steadfast Courier,Delivered,SEL1034,Riverside Emporium,Dhaka,8.41,42.91
SHP101097,ORD101097,PKG101097,2026-07-30,Rajshahi DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1052,Trendy Collection,Rangpur,8.47,18.56
SHP101098,ORD101098,PKG101098,2026-05-14,Rajshahi DC,Chattogram Hub,Chattogram,Sundarban Courier,In Transit,SEL1039,Silver Depot,Dhaka,5.57,33.37
SHP101099,ORD101099,PKG101099,2025-10-06,Rajshahi DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1028,Modern Depot,Khulna,6.53,24.39
SHP101100,ORD101100,PKG101100,2025-12-11,Rajshahi DC,Khulna Hub,Khulna,Steadfast Courier,Delivered,SEL1011,Elite Outlet,Chattogram,7.59,39.01
SHP101101,ORD101101,PKG101101,2025-09-15,Khulna DC,Sylhet Hub,Sylhet,Steadfast Courier,Delivered,SEL1020,Horizon Bazaar,Dhaka,5.73,41.32
SHP101102,ORD101102,PKG101102,2025-09-18,Dhaka Hub,Chattogram Hub,Chattogram,Pathao Courier,Delivered,SEL1050,Suncity Retail,Chattogram,10.55,36.31
SHP101103,ORD101103,PKG101103,2025-11-25,Sylhet DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1012,Elite Traders,Dhaka,1.1,23.83
SHP101104,ORD101104,PKG101104,2026-03-17,Chattogram DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1039,Silver Depot,Dhaka,11.76,39.92
SHP101105,ORD101105,PKG101105,2025-09-23,Chattogram DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delayed,SEL1029,Modern Emporium,Sylhet,0.59,29.51
SHP101106,ORD101106,PKG101106,2026-08-07,Rajshahi DC,Sylhet Hub,Sylhet,eCourier,Delivered,SEL1019,Green Fashion House,Rajshahi,2.66,38.33
SHP101107,ORD101107,PKG101107,2026-02-05,Rajshahi DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1042,Smart Bazaar,Rajshahi,8.56,23.86
SHP101108,ORD101108,PKG101108,2025-12-01,Sylhet DC,Rajshahi Hub,Rajshahi,eCourier,Delivered,SEL1021,Horizon Collection,Narayanganj,1.2,26.08
SHP101109,ORD101109,PKG101109,2026-02-26,Khulna DC,Mymensingh Hub,Mymensingh,RedX,Delivered Late,SEL1017,Golden Outlet,Khulna,3.29,37.32
SHP101110,ORD101110,PKG101110,2026-06-01,Dhaka Hub,Sylhet Hub,Sylhet,Sundarban Courier,Delivered,SEL1031,Prime Bazaar,Chattogram,2.02,49.85
SHP101111,ORD101111,PKG101111,2025-12-18,Chattogram DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered Late,SEL1045,Smart Store,Dhaka,8.74,30.51
SHP101112,ORD101112,PKG101112,2025-09-17,Rajshahi DC,Khulna Hub,Khulna,Steadfast Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,7.03,34.44
SHP101113,ORD101113,PKG101113,2025-09-18,Sylhet DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1037,Royal Gallery,Dhaka,0.96,22.0
SHP101114,ORD101114,PKG101114,2026-06-22,Sylhet DC,Barisal Hub,Barisal,Sundarban Courier,In Transit,SEL1039,Silver Depot,Dhaka,5.63,42.67
SHP101115,ORD101115,PKG101115,2025-10-09,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1047,Suncity Depot,Dhaka,2.66,39.92
SHP101116,ORD101116,PKG101116,2026-04-08,Chattogram DC,Narayanganj Hub,Narayanganj,Steadfast Courier,Delivered,SEL1016,Golden Hub,Comilla,11.62,33.08
SHP101117,ORD101117,PKG101117,2026-01-12,Rajshahi DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1015,Fresh Trading,Dhaka,1.47,23.32
SHP101118,ORD101118,PKG101118,2026-05-28,Khulna DC,Barisal Hub,Barisal,eCourier,Delivered Late,SEL1029,Modern Emporium,Sylhet,7.26,30.17
SHP101119,ORD101119,PKG101119,2025-09-21,Khulna DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1037,Royal Gallery,Dhaka,5.89,32.44
SHP101120,ORD101120,PKG101120,2026-07-08,Chattogram DC,Chattogram Hub,Chattogram,Steadfast Courier,Delivered,SEL1038,Royal Outlet,Khulna,7.02,34.08
SHP101121,ORD101121,PKG101121,2026-04-30,Khulna DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1009,Elite Emporium,Dhaka,11.49,47.33
SHP101122,ORD101122,PKG101122,2026-02-03,Rajshahi DC,Narayanganj Hub,Narayanganj,eCourier,Delivered,SEL1046,Smart Traders,Comilla,4.23,29.45
SHP101123,ORD101123,PKG101123,2025-11-11,Khulna DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,9.04,36.5
SHP101124,ORD101124,PKG101124,2026-08-05,Sylhet DC,Dhaka Hub,Dhaka,RedX,Delivered,SEL1052,Trendy Collection,Rangpur,5.48,31.86
SHP101125,ORD101125,PKG101125,2025-12-14,Chattogram DC,Mymensingh Hub,Mymensingh,Steadfast Courier,Delivered,SEL1043,Smart Emporium,Barisal,8.0,37.68
SHP101126,ORD101126,PKG101126,2026-02-17,Sylhet DC,Mymensingh Hub,Mymensingh,Steadfast Courier,Delivered Late,SEL1058,Value Mart,Comilla,4.51,31.73
SHP101127,ORD101127,PKG101127,2026-01-15,Chattogram DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1037,Royal Gallery,Dhaka,2.88,28.92
SHP101128,ORD101128,PKG101128,2025-11-19,Khulna DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1031,Prime Bazaar,Chattogram,1.19,28.53
SHP101129,ORD101129,PKG101129,2026-01-23,Dhaka Hub,Chattogram Hub,Chattogram,Steadfast Courier,Delivered,SEL1011,Elite Outlet,Chattogram,1.4,39.43
SHP101130,ORD101130,PKG101130,2025-10-23,Dhaka Hub,Chattogram Hub,Chattogram,Steadfast Courier,Delivered,SEL1023,Horizon Shop,Rangpur,11.52,41.93
SHP101131,ORD101131,PKG101131,2025-09-01,Khulna DC,Mymensingh Hub,Mymensingh,eCourier,Delivered,SEL1051,Suncity Shop,Mymensingh,9.5,41.02
SHP101132,ORD101132,PKG101132,2025-12-10,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered Late,SEL1022,Horizon Depot,Sylhet,3.09,20.75
SHP101133,ORD101133,PKG101133,2025-10-09,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1003,Classic Fashion House,Sylhet,6.44,39.12
SHP101134,ORD101134,PKG101134,2026-01-22,Sylhet DC,Barisal Hub,Barisal,Steadfast Courier,In Transit,SEL1014,Fresh Hub,Khulna,8.63,32.69
SHP101135,ORD101135,PKG101135,2026-06-26,Sylhet DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1035,Riverside Gallery,Mymensingh,4.36,35.76
SHP101136,ORD101136,PKG101136,2025-10-27,Khulna DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1037,Royal Gallery,Dhaka,5.39,29.75
SHP101137,ORD101137,PKG101137,2025-09-01,Chattogram DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1059,Value Store,Dhaka,8.68,24.48
SHP101138,ORD101138,PKG101138,2025-10-09,Khulna DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1056,Urban Store,Khulna,2.88,50.14
SHP101139,ORD101139,PKG101139,2026-02-23,Chattogram DC,Comilla Hub,Comilla,Sundarban Courier,Delayed,SEL1031,Prime Bazaar,Chattogram,6.41,33.15
SHP101140,ORD101140,PKG101140,2025-12-05,Chattogram DC,Chattogram Hub,Chattogram,eCourier,In Transit,SEL1033,Riverside Collection,Sylhet,2.68,30.01
SHP101141,ORD101141,PKG101141,2026-02-17,Sylhet DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1048,Suncity Emporium,Dhaka,0.24,43.81
SHP101142,ORD101142,PKG101142,2025-09-11,Rajshahi DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1002,Bengal Hub,Barisal,8.35,37.65
SHP101143,ORD101143,PKG101143,2025-12-25,Chattogram DC,Sylhet Hub,Sylhet,eCourier,In Transit,SEL1035,Riverside Gallery,Mymensingh,8.55,31.75
SHP101144,ORD101144,PKG101144,2026-01-20,Sylhet DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1028,Modern Depot,Khulna,11.95,33.48
SHP101145,ORD101145,PKG101145,2026-01-28,Dhaka Hub,Rajshahi Hub,Rajshahi,Sundarban Courier,Delayed,SEL1046,Smart Traders,Comilla,2.34,31.5
SHP101146,ORD101146,PKG101146,2026-03-10,Dhaka Hub,Barisal Hub,Barisal,eCourier,Delivered,SEL1048,Suncity Emporium,Dhaka,8.93,38.21
SHP101147,ORD101147,PKG101147,2026-05-29,Khulna DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1039,Silver Depot,Dhaka,11.39,41.31
SHP101148,ORD101148,PKG101148,2026-02-09,Khulna DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1039,Silver Depot,Dhaka,7.81,27.47
SHP101149,ORD101149,PKG101149,2026-06-19,Chattogram DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1041,Silver Hub,Chattogram,11.57,41.89
