shipment_id,order_code,package_code,order_date,warehouse,origin_city,seller_code,shop_name,seller_region,destination_region,carrier,sku,product,category,qty,weight_kg,order_value,shipping_cost,expected_delivery,actual_delivery,status,delay_reason
SHP100428,ORD100428,PKG100428,2025-12-03,Rajshahi DC,Rajshahi,SEL1011,Elite Outlet,Chattogram,Mymensingh,Sundarban Courier,SKU1024,Non-stick Pan,Home & Living,4,3.11,14143.88,163.4,2025-12-06,,In Transit,
SHP100429,ORD100429,PKG100429,2026-06-22,Khulna DC,Khulna,SEL1053,Trendy Store,Chattogram,Dhaka,Sundarban Courier,SKU1021,Bedsheet Set (V2),Home & Living,2,2.82,3384.38,151.6,2026-06-24,2026-06-24,Delivered,
SHP100430,ORD100430,PKG100430,2026-07-01,Rajshahi DC,Rajshahi,SEL1051,Suncity Shop,Mymensingh,Mymensingh,eCourier,SKU1021,Bedsheet Set (V2),Home & Living,4,8.13,6768.76,304.49,2026-07-06,2026-07-06,Delivered,
SHP100431,ORD100431,PKG100431,2026-04-09,Rajshahi DC,Rajshahi,SEL1014,Fresh Hub,Khulna,Sylhet,eCourier,SKU1048,Honey Jar,Grocery,3,4.91,9356.58,162.33,2026-04-12,,In Transit,
SHP100432,ORD100432,PKG100432,2025-10-13,Dhaka Hub,Dhaka,SEL1052,Trendy Collection,Rangpur,Dhaka,eCourier,SKU1041,Basmati Rice 5kg (V2),Grocery,4,10.06,15088.6,217.65,2025-10-15,2025-10-15,Delivered,
SHP100433,ORD100433,PKG100433,2025-10-13,Sylhet DC,Sylhet,SEL1029,Modern Emporium,Sylhet,Sylhet,Steadfast Courier,SKU1005,Smartwatch (V2),Electronics,3,7.73,13181.88,179.81,2025-10-14,2025-10-14,Delivered,
SHP100434,ORD100434,PKG100434,2026-02-13,Dhaka Hub,Dhaka,SEL1058,Value Mart,Comilla,Mymensingh,Sundarban Courier,SKU1014,Sneakers,Apparel,3,3.6,6236.55,167.84,2026-02-18,2026-02-18,Delivered,
SHP100435,ORD100435,PKG100435,2026-03-23,Dhaka Hub,Dhaka,SEL1043,Smart Emporium,Barisal,Comilla,eCourier,SKU1042,Mustard Oil 1L,Grocery,2,7.26,6392.3,274.36,2026-03-28,2026-03-28,Delivered,
SHP100436,ORD100436,PKG100436,2025-09-12,Rajshahi DC,Rajshahi,SEL1002,Bengal Hub,Barisal,Dhaka,RedX,SKU1036,Lipstick,Beauty,1,10.42,715.16,291.56,2025-09-15,2025-09-15,Delivered,
SHP100437,ORD100437,PKG100437,2026-04-26,Rajshahi DC,Rajshahi,SEL1012,Elite Traders,Dhaka,Rajshahi,RedX,SKU1032,Sunscreen SPF50,Beauty,1,4.5,1567.34,115.92,2026-04-27,,In Transit,
SHP100438,ORD100438,PKG100438,2026-03-08,Rajshahi DC,Rajshahi,SEL1024,Metro Bazaar,Dhaka,Sylhet,eCourier,SKU1007,Bluetooth Speaker (V2),Electronics,1,8.89,3569.38,227.79,2026-03-14,2026-03-16,Delivered Late,Warehouse backlog
SHP100439,ORD100439,PKG100439,2025-09-05,Rajshahi DC,Rajshahi,SEL1012,Elite Traders,Dhaka,Rangpur,eCourier,SKU1043,Mustard Oil 1L (V2),Grocery,5,5.11,7543.95,213.14,2025-09-08,2025-09-08,Delivered,
SHP100440,ORD100440,PKG100440,2025-10-04,Khulna DC,Khulna,SEL1007,Delta Trading,Dhaka,Mymensingh,Steadfast Courier,SKU1043,Mustard Oil 1L (V2),Grocery,3,6.61,4526.37,229.81,2025-10-06,2025-10-11,Delivered Late,Address issue
SHP100441,ORD100441,PKG100441,2026-02-05,Sylhet DC,Sylhet,SEL1058,Value Mart,Comilla,Narayanganj,Sundarban Courier,SKU1004,Smartwatch,Electronics,2,8.86,1119.34,290.7,2026-02-08,,In Transit,
SHP100442,ORD100442,PKG100442,2026-05-09,Rajshahi DC,Rajshahi,SEL1052,Trendy Collection,Rangpur,Khulna,RedX,SKU1038,Perfume,Beauty,5,0.91,5685.3,87.4,2026-05-15,2026-05-15,Delivered,
SHP100443,ORD100443,PKG100443,2026-06-13,Sylhet DC,Sylhet,SEL1026,Metro Outlet,Sylhet,Sylhet,Sundarban Courier,SKU1003,Power Bank (V2),Electronics,5,5.57,15917.75,184.72,2026-06-15,2026-06-15,Delivered,
SHP100444,ORD100444,PKG100444,2026-01-28,Khulna DC,Khulna,SEL1012,Elite Traders,Dhaka,Khulna,RedX,SKU1005,Smartwatch (V2),Electronics,2,1.32,8787.92,66.94,2026-01-29,2026-01-29,Delivered,
SHP100445,ORD100445,PKG100445,2025-12-12,Chattogram DC,Chattogram,SEL1010,Elite Gallery,Sylhet,Mymensingh,eCourier,SKU1044,Green Tea Pack,Grocery,2,8.76,7540.66,291.0,2025-12-16,2025-12-16,Delivered,
SHP100446,ORD100446,PKG100446,2026-08-02,Khulna DC,Khulna,SEL1054,Trendy Trading,Narayanganj,Rajshahi,eCourier,SKU1031,Face Wash (V2),Beauty,3,7.37,13076.01,227.29,2026-08-08,2026-08-10,Delivered Late,Warehouse backlog
SHP100447,ORD100447,PKG100447,2026-02-06,Rajshahi DC,Rajshahi,SEL1019,Green Fashion House,Rajshahi,Dhaka,Sundarban Courier,SKU1029,Curtain Set (V2),Home & Living,5,4.06,15606.3,174.2,2026-02-09,,In Transit,
SHP100448,ORD100448,PKG100448,2025-12-19,Khulna DC,Khulna,SEL1000,Bengal Bazaar,Mymensingh,Narayanganj,RedX,SKU1046,Spice Combo,Grocery,4,1.1,7342.12,95.07,2025-12-23,,In Transit,
SHP100449,ORD100449,PKG100449,2026-02-01,Sylhet DC,Sylhet,SEL1023,Horizon Shop,Rangpur,Chattogram,Sundarban Courier,SKU1034,Hair Serum,Beauty,3,11.12,6577.71,363.12,2026-02-07,2026-02-07,Delivered,
SHP100450,ORD100450,PKG100450,2025-09-05,Dhaka Hub,Dhaka,SEL1027,Modern Corner,Comilla,Narayanganj,Pathao Courier,SKU1039,Perfume (V2),Beauty,2,3.92,6127.38,173.64,2025-09-08,2025-09-08,Delivered,
SHP100451,ORD100451,PKG100451,2025-12-14,Dhaka Hub,Dhaka,SEL1037,Royal Gallery,Dhaka,Chattogram,Pathao Courier,SKU1015,Sneakers (V2),Apparel,2,3.45,2276.98,163.22,2025-12-18,2025-12-18,Delivered,
SHP100452,ORD100452,PKG100452,2026-02-26,Khulna DC,Khulna,SEL1020,Horizon Bazaar,Dhaka,Barisal,Steadfast Courier,SKU1012,Panjabi,Apparel,1,1.39,2950.81,130.45,2026-02-28,2026-02-28,Delivered,
SHP100453,ORD100453,PKG100453,2026-07-15,Khulna DC,Khulna,SEL1055,Urban Collection,Chattogram,Khulna,Sundarban Courier,SKU1049,Honey Jar (V2),Grocery,4,7.01,3031.68,236.16,2026-07-17,2026-07-17,Delivered,
SHP100454,ORD100454,PKG100454,2026-05-14,Khulna DC,Khulna,SEL1038,Royal Outlet,Khulna,Rangpur,Steadfast Courier,SKU1041,Basmati Rice 5kg (V2),Grocery,5,3.33,18860.75,133.06,2026-05-16,2026-05-16,Delivered,
SHP100455,ORD100455,PKG100455,2026-05-29,Rajshahi DC,Rajshahi,SEL1059,Value Store,Dhaka,Rajshahi,Pathao Courier,SKU1029,Curtain Set (V2),Home & Living,4,10.15,12485.04,271.17,2026-05-30,2026-05-30,Delivered,
SHP100456,ORD100456,PKG100456,2026-03-08,Sylhet DC,Sylhet,SEL1022,Horizon Depot,Sylhet,Khulna,eCourier,SKU1018,Denim Jacket,Apparel,2,8.26,7500.4,219.06,2026-03-11,2026-03-11,Delivered,
SHP100457,ORD100457,PKG100457,2025-10-09,Rajshahi DC,Rajshahi,SEL1039,Silver Depot,Dhaka,Rajshahi,RedX,SKU1016,Saree,Apparel,3,0.25,7687.32,46.62,2025-10-11,2025-10-11,Delivered,
SHP100458,ORD100458,PKG100458,2026-01-14,Khulna DC,Khulna,SEL1021,Horizon Collection,Narayanganj,Narayanganj,RedX,SKU1018,Denim Jacket,Apparel,5,6.87,18751.0,258.21,2026-01-18,2026-01-18,Delivered,
SHP100459,ORD100459,PKG100459,2026-08-11,Chattogram DC,Chattogram,SEL1041,Silver Hub,Chattogram,Sylhet,RedX,SKU1027,Storage Box (V2),Home & Living,3,2.94,1021.65,163.02,2026-08-15,2026-08-13,Delivered Late,Vehicle breakdown
SHP100460,ORD100460,PKG100460,2025-09-16,Rajshahi DC,Rajshahi,SEL1044,Smart Mart,Rangpur,Sylhet,eCourier,SKU1025,Non-stick Pan (V2),Home & Living,5,0.38,4983.4,107.46,2025-09-21,2025-09-21,Delivered,
SHP100461,ORD100461,PKG100461,2026-07-02,Dhaka Hub,Dhaka,SEL1019,Green Fashion House,Rajshahi,Dhaka,Steadfast Courier,SKU1036,Lipstick,Beauty,3,7.51,2145.48,219.16,2026-07-04,2026-07-04,Delivered,
SHP100462,ORD100462,PKG100462,2026-04-25,Sylhet DC,Sylhet,SEL1056,Urban Store,Khulna,Mymensingh,RedX,SKU1025,Non-stick Pan (V2),Home & Living,3,2.62,2990.04,155.17,2026-04-28,2026-04-28,Delivered,
SHP100463,ORD100463,PKG100463,2025-12-08,Rajshahi DC,Rajshahi,SEL1051,Suncity Shop,Mymensingh,Rangpur,Pathao Courier,SKU1022,Table Lamp,Home & Living,3,10.82,13117.62,294.49,2025-12-10,2025-12-10,Delivered,
SHP100464,ORD100464,PKG100464,2026-05-28,Khulna DC,Khulna,SEL1053,Trendy Store,Chattogram,Rangpur,Pathao Courier,SKU1008,Phone Case,Electronics,2,6.97,1414.58,256.98,2026-05-30,2026-05-30,Delivered,
SHP100465,ORD100465,PKG100465,2026-06-17,Rajshahi DC,Rajshahi,SEL1013,Elite Trading,Dhaka,Dhaka,eCourier,SKU1011,Cotton T-Shirt (V2),Apparel,3,2.67,12544.29,155.79,2026-06-22,,In Transit,
SHP100466,ORD100466,PKG100466,2025-09-15,Dhaka Hub,Dhaka,SEL1043,Smart Emporium,Barisal,Mymensingh,Sundarban Courier,SKU1000,Wireless Earbuds,Electronics,2,11.75,7033.42,299.12,2025-09-20,2025-09-20,Delivered,
SHP100467,ORD100467,PKG100467,2025-10-07,Sylhet DC,Sylhet,SEL1006,Delta Store,Rajshahi,Comilla,RedX,SKU1000,Wireless Earbuds,Electronics,4,6.65,14066.84,232.93,2025-10-11,2025-10-11,Delivered,
SHP100468,ORD100468,PKG100468,2026-04-19,Khulna DC,Khulna,SEL1006,Delta Store,Rajshahi,Narayanganj,RedX,SKU1046,Spice Combo,Grocery,4,2.15,7342.12,99.17,2026-04-22,2026-04-22,Delivered,
SHP100469,ORD100469,PKG100469,2026-08-12,Khulna DC,Khulna,SEL1058,Value Mart,Comilla,Narayanganj,Sundarban Courier,SKU1033,Sunscreen SPF50 (V2),Beauty,2,6.3,3523.0,242.59,2026-08-16,2026-08-13,Delivered,
SHP100470,ORD100470,PKG100470,2025-09-09,Rajshahi DC,Rajshahi,SEL1009,Elite Emporium,Dhaka,Sylhet,eCourier,SKU1031,Face Wash (V2),Beauty,5,11.52,21793.35,334.2,2025-09-14,,Delayed,Failed delivery attempt
SHP100471,ORD100471,PKG100471,2026-04-19,Sylhet DC,Sylhet,SEL1051,Suncity Shop,Mymensingh,Mymensingh,eCourier,SKU1047,Spice Combo (V2),Grocery,3,5.21,4212.69,189.39,2026-04-22,2026-04-22,Delivered,
SHP100472,ORD100472,PKG100472,2025-10-18,Khulna DC,Khulna,SEL1025,Metro Hub,Sylhet,Rajshahi,eCourier,SKU1024,Non-stick Pan,Home & Living,5,5.22,17679.85,163.84,2025-10-20,2025-10-20,Delivered,
SHP100473,ORD100473,PKG100473,2026-04-13,Sylhet DC,Sylhet,SEL1018,Golden Store,Chattogram,Barisal,eCourier,SKU1039,Perfume (V2),Beauty,4,5.64,12254.76,199.46,2026-04-16,2026-04-16,Delivered,
SHP100474,ORD100474,PKG100474,2026-04-04,Rajshahi DC,Rajshahi,SEL1004,Classic Mart,Rajshahi,Khulna,Steadfast Courier,SKU1044,Green Tea Pack,Grocery,5,3.51,18851.65,167.94,2026-04-09,2026-04-09,Delivered,
SHP100475,ORD100475,PKG100475,2025-10-02,Dhaka Hub,Dhaka,SEL1040,Silver Emporium,Barisal,Rangpur,RedX,SKU1000,Wireless Earbuds,Electronics,5,2.11,17583.55,135.99,2025-10-08,2025-10-08,Delivered,
SHP100476,ORD100476,PKG100476,2026-04-24,Chattogram DC,Chattogram,SEL1043,Smart Emporium,Barisal,Narayanganj,Steadfast Courier,SKU1015,Sneakers (V2),Apparel,2,7.03,2276.98,242.08,2026-04-27,2026-04-27,Delivered,
SHP100477,ORD100477,PKG100477,2026-07-08,Dhaka Hub,Dhaka,SEL1028,Modern Depot,Khulna,Rangpur,Pathao Courier,SKU1038,Perfume,Beauty,2,10.75,2274.12,311.81,2026-07-14,,In Transit,
SHP100478,ORD100478,PKG100478,2026-06-26,Khulna DC,Khulna,SEL1048,Suncity Emporium,Dhaka,Narayanganj,RedX,SKU1004,Smartwatch,Electronics,5,8.88,2798.35,261.39,2026-06-30,2026-07-01,Delivered Late,Vehicle breakdown
SHP100479,ORD100479,PKG100479,2025-09-11,Chattogram DC,Chattogram,SEL1019,Green Fashion House,Rajshahi,Narayanganj,eCourier,SKU1021,Bedsheet Set (V2),Home & Living,2,1.34,3384.38,85.42,2025-09-16,2025-09-16,Delivered,
SHP100480,ORD100480,PKG100480,2025-11-25,Chattogram DC,Chattogram,SEL1033,Riverside Collection,Sylhet,Chattogram,Sundarban Courier,SKU1028,Curtain Set,Home & Living,4,4.93,3284.64,115.43,2025-11-26,2025-11-29,Delivered Late,Address issue
SHP100481,ORD100481,PKG100481,2025-11-23,Rajshahi DC,Rajshahi,SEL1017,Golden Outlet,Khulna,Narayanganj,Sundarban Courier,SKU1002,Power Bank,Electronics,1,0.26,3884.9,85.81,2025-11-27,2025-11-27,Delivered,
SHP100482,ORD100482,PKG100482,2026-02-04,Chattogram DC,Chattogram,SEL1034,Riverside Emporium,Dhaka,Comilla,RedX,SKU1011,Cotton T-Shirt (V2),Apparel,5,3.83,20907.15,167.86,2026-02-06,2026-02-06,Delivered,
SHP100483,ORD100483,PKG100483,2025-10-20,Dhaka Hub,Dhaka,SEL1008,Elite Depot,Chattogram,Rajshahi,Sundarban Courier,SKU1025,Non-stick Pan (V2),Home & Living,4,8.1,3986.72,216.2,2025-10-23,2025-10-23,Delivered,
SHP100484,ORD100484,PKG100484,2026-06-23,Dhaka Hub,Dhaka,SEL1028,Modern Depot,Khulna,Rangpur,Steadfast Courier,SKU1015,Sneakers (V2),Apparel,3,3.62,3415.47,153.41,2026-06-28,2026-06-28,Delivered,
SHP100485,ORD100485,PKG100485,2026-05-27,Chattogram DC,Chattogram,SEL1032,Prime Trading,Khulna,Rangpur,Sundarban Courier,SKU1036,Lipstick,Beauty,3,10.12,2145.48,324.76,2026-05-31,2026-05-31,Delivered,
SHP100486,ORD100486,PKG100486,2026-06-07,Rajshahi DC,Rajshahi,SEL1033,Riverside Collection,Sylhet,Mymensingh,Pathao Courier,SKU1021,Bedsheet Set (V2),Home & Living,4,5.83,6768.76,193.44,2026-06-10,,Delayed,Failed delivery attempt
SHP100487,ORD100487,PKG100487,2025-11-08,Sylhet DC,Sylhet,SEL1026,Metro Outlet,Sylhet,Comilla,RedX,SKU1028,Curtain Set,Home & Living,2,8.1,1642.32,210.94,2025-11-12,2025-11-12,Delivered,
SHP100488,ORD100488,PKG100488,2025-09-06,Rajshahi DC,Rajshahi,SEL1038,Royal Outlet,Khulna,Chattogram,Sundarban Courier,SKU1013,Panjabi (V2),Apparel,2,10.63,7458.02,289.62,2025-09-09,2025-09-09,Delivered,
SHP100489,ORD100489,PKG100489,2026-07-13,Chattogram DC,Chattogram,SEL1030,Nova Retail,Dhaka,Dhaka,Pathao Courier,SKU1027,Storage Box (V2),Home & Living,2,8.26,681.1,243.67,2026-07-16,2026-07-16,Delivered,
SHP100490,ORD100490,PKG100490,2025-12-09,Chattogram DC,Chattogram,SEL1016,Golden Hub,Comilla,Sylhet,RedX,SKU1004,Smartwatch,Electronics,1,10.79,559.67,266.27,2025-12-14,2025-12-14,Delivered,
SHP100491,ORD100491,PKG100491,2026-04-16,Dhaka Hub,Dhaka,SEL1012,Elite Traders,Dhaka,Barisal,RedX,SKU1046,Spice Combo,Grocery,5,9.74,9177.65,318.26,2026-04-20,2026-04-20,Delivered,
SHP100492,ORD100492,PKG100492,2026-07-12,Chattogram DC,Chattogram,SEL1038,Royal Outlet,Khulna,Comilla,Pathao Courier,SKU1048,Honey Jar,Grocery,4,6.89,12475.44,260.43,2026-07-15,2026-07-15,Delivered,
SHP100493,ORD100493,PKG100493,2025-09-13,Sylhet DC,Sylhet,SEL1056,Urban Store,Khulna,Rangpur,RedX,SKU1029,Curtain Set (V2),Home & Living,3,3.71,9363.78,127.16,2025-09-17,2025-09-17,Delivered,
SHP100494,ORD100494,PKG100494,2025-09-02,Rajshahi DC,Rajshahi,SEL1045,Smart Store,Dhaka,Chattogram,RedX,SKU1045,Green Tea Pack (V2),Grocery,5,3.72,18253.6,155.44,2025-09-08,2025-09-08,Delivered,
SHP100495,ORD100495,PKG100495,2025-09-02,Chattogram DC,Chattogram,SEL1038,Royal Outlet,Khulna,Mymensingh,eCourier,SKU1004,Smartwatch,Electronics,4,10.53,2238.68,327.82,2025-09-05,2025-09-05,Delivered,
SHP100496,ORD100496,PKG100496,2025-10-25,Khulna DC,Khulna,SEL1055,Urban Collection,Chattogram,Rajshahi,Sundarban Courier,SKU1011,Cotton T-Shirt (V2),Apparel,3,0.84,12544.29,100.77,2025-10-28,2025-10-28,Delivered,
SHP100497,ORD100497,PKG100497,2025-09-18,Khulna DC,Khulna,SEL1053,Trendy Store,Chattogram,Khulna,Pathao Courier,SKU1015,Sneakers (V2),Apparel,1,11.31,1138.49,346.98,2025-09-20,,Delayed,Failed delivery attempt
SHP100498,ORD100498,PKG100498,2026-06-11,Chattogram DC,Chattogram,SEL1030,Nova Retail,Dhaka,Mymensingh,Steadfast Courier,SKU1025,Non-stick Pan (V2),Home & Living,3,4.06,2990.04,176.85,2026-06-13,2026-06-13,Delivered,
SHP100499,ORD100499,PKG100499,2026-03-29,Rajshahi DC,Rajshahi,SEL1006,Delta Store,Rajshahi,Sylhet,RedX,SKU1025,Non-stick Pan (V2),Home & Living,1,8.92,996.68,277.35,2026-03-31,2026-04-02,Delivered Late,Vehicle breakdown
SHP100500,ORD100500,PKG100500,2026-08-06,Sylhet DC,Sylhet,SEL1038,Royal Outlet,Khulna,Rangpur,Pathao Courier,SKU1047,Spice Combo (V2),Grocery,4,4.09,5616.92,203.99,2026-08-08,2026-08-08,Delivered,
SHP100501,ORD100501,PKG100501,2026-06-05,Dhaka Hub,Dhaka,SEL1037,Royal Gallery,Dhaka,Chattogram,eCourier,SKU1020,Bedsheet Set,Home & Living,1,11.45,3447.68,293.31,2026-06-08,2026-06-08,Delivered,
SHP100502,ORD100502,PKG100502,2026-07-31,Rajshahi DC,Rajshahi,SEL1016,Golden Hub,Comilla,Khulna,Pathao Courier,SKU1038,Perfume,Beauty,3,0.63,3411.18,105.59,2026-08-05,2026-08-05,Delivered,
SHP100503,ORD100503,PKG100503,2025-11-22,Rajshahi DC,Rajshahi,SEL1050,Suncity Retail,Chattogram,Barisal,eCourier,SKU1035,Hair Serum (V2),Beauty,2,4.37,1948.4,181.33,2025-11-25,2025-11-25,Delivered,
SHP100504,ORD100504,PKG100504,2025-12-09,Dhaka Hub,Dhaka,SEL1052,Trendy Collection,Rangpur,Rangpur,eCourier,SKU1032,Sunscreen SPF50,Beauty,1,10.44,1567.34,310.63,2025-12-13,,Delayed,Address issue
SHP100505,ORD100505,PKG100505,2026-06-21,Rajshahi DC,Rajshahi,SEL1019,Green Fashion House,Rajshahi,Narayanganj,Steadfast Courier,SKU1029,Curtain Set (V2),Home & Living,3,3.43,9363.78,168.35,2026-06-26,2026-06-26,Delivered,
SHP100506,ORD100506,PKG100506,2025-11-24,Rajshahi DC,Rajshahi,SEL1028,Modern Depot,Khulna,Sylhet,Steadfast Courier,SKU1036,Lipstick,Beauty,2,3.45,1430.32,171.32,2025-11-26,2025-11-26,Delivered,
SHP100507,ORD100507,PKG100507,2025-09-20,Rajshahi DC,Rajshahi,SEL1011,Elite Outlet,Chattogram,Comilla,Pathao Courier,SKU1022,Table Lamp,Home & Living,2,10.81,8745.08,344.04,2025-09-23,2025-09-23,Delivered,
SHP100508,ORD100508,PKG100508,2026-04-20,Chattogram DC,Chattogram,SEL1010,Elite Gallery,Sylhet,Comilla,eCourier,SKU1009,Phone Case (V2),Electronics,5,10.0,10545.9,265.31,2026-04-26,,Delayed,Weather disruption
SHP100509,ORD100509,PKG100509,2026-06-05,Khulna DC,Khulna,SEL1015,Fresh Trading,Dhaka,Khulna,Sundarban Courier,SKU1004,Smartwatch,Electronics,2,1.45,1119.34,67.18,2026-06-06,2026-06-06,Delivered,
SHP100510,ORD100510,PKG100510,2026-08-01,Sylhet DC,Sylhet,SEL1021,Horizon Collection,Narayanganj,Chattogram,RedX,SKU1035,Hair Serum (V2),Beauty,3,7.05,2922.6,272.66,2026-08-06,,Cancelled,
SHP100511,ORD100511,PKG100511,2026-07-19,Khulna DC,Khulna,SEL1016,Golden Hub,Comilla,Sylhet,RedX,SKU1033,Sunscreen SPF50 (V2),Beauty,1,2.84,1761.5,153.33,2026-07-23,2026-07-23,Delivered,
SHP100512,ORD100512,PKG100512,2025-10-12,Khulna DC,Khulna,SEL1009,Elite Emporium,Dhaka,Rangpur,Pathao Courier,SKU1030,Face Wash,Beauty,2,2.74,6779.44,114.23,2025-10-18,2025-10-18,Delivered,
SHP100513,ORD100513,PKG100513,2026-05-26,Khulna DC,Khulna,SEL1026,Metro Outlet,Sylhet,Mymensingh,Pathao Courier,SKU1009,Phone Case (V2),Electronics,2,7.46,4218.36,232.07,2026-05-29,,In Transit,
SHP100514,ORD100514,PKG100514,2026-06-20,Sylhet DC,Sylhet,SEL1037,Royal Gallery,Dhaka,Rangpur,Pathao Courier,SKU1018,Denim Jacket,Apparel,4,1.66,15000.8,120.02,2026-06-22,2026-06-24,Delivered Late,Address issue
SHP100515,ORD100515,PKG100515,2026-04-30,Khulna DC,Khulna,SEL1019,Green Fashion House,Rajshahi,Mymensingh,Pathao Courier,SKU1031,Face Wash (V2),Beauty,1,5.74,4358.67,218.27,2026-05-05,2026-05-05,Delivered,
SHP100516,ORD100516,PKG100516,2026-06-11,Sylhet DC,Sylhet,SEL1032,Prime Trading,Khulna,Chattogram,Pathao Courier,SKU1000,Wireless Earbuds,Electronics,5,3.22,17583.55,143.15,2026-06-13,2026-06-18,Delivered Late,Address issue
SHP100517,ORD100517,PKG100517,2026-06-17,Dhaka Hub,Dhaka,SEL1016,Golden Hub,Comilla,Barisal,Steadfast Courier,SKU1004,Smartwatch,Electronics,1,10.28,559.67,344.44,2026-06-21,2026-06-21,Delivered,
SHP100518,ORD100518,PKG100518,2026-02-02,Dhaka Hub,Dhaka,SEL1042,Smart Bazaar,Rajshahi,Comilla,RedX,SKU1044,Green Tea Pack,Grocery,4,6.74,15081.32,235.84,2026-02-04,,Delayed,Weather disruption
SHP100519,ORD100519,PKG100519,2025-09-14,Rajshahi DC,Rajshahi,SEL1038,Royal Outlet,Khulna,Khulna,eCourier,SKU1003,Power Bank (V2),Electronics,1,2.74,3183.55,119.1,2025-09-17,,In Transit,
SHP100520,ORD100520,PKG100520,2026-02-05,Rajshahi DC,Rajshahi,SEL1057,Value Hub,Dhaka,Comilla,eCourier,SKU1015,Sneakers (V2),Apparel,5,11.13,5692.45,316.84,2026-02-10,2026-02-10,Delivered,
SHP100521,ORD100521,PKG100521,2025-11-09,Sylhet DC,Sylhet,SEL1003,Classic Fashion House,Sylhet,Chattogram,eCourier,SKU1023,Table Lamp (V2),Home & Living,4,9.91,16140.32,308.2,2025-11-13,2025-11-13,Delivered,
SHP100522,ORD100522,PKG100522,2025-10-10,Dhaka Hub,Dhaka,SEL1051,Suncity Shop,Mymensingh,Narayanganj,Sundarban Courier,SKU1015,Sneakers (V2),Apparel,5,3.33,5692.45,181.3,2025-10-14,2025-10-14,Delivered,
SHP100523,ORD100523,PKG100523,2025-10-14,Khulna DC,Khulna,SEL1020,Horizon Bazaar,Dhaka,Mymensingh,Steadfast Courier,SKU1001,Wireless Earbuds (V2),Electronics,5,11.54,10295.6,246.0,2025-10-17,2025-10-17,Delivered,
SHP100524,ORD100524,PKG100524,2026-04-30,Dhaka Hub,Dhaka,SEL1003,Classic Fashion House,Sylhet,Rangpur,eCourier,SKU1048,Honey Jar,Grocery,5,3.36,15594.3,184.07,2026-05-03,2026-05-03,Delivered,
SHP100525,ORD100525,PKG100525,2026-02-22,Chattogram DC,Chattogram,SEL1041,Silver Hub,Chattogram,Rangpur,eCourier,SKU1027,Storage Box (V2),Home & Living,4,3.65,1362.2,156.2,2026-02-27,2026-02-27,Delivered,
SHP100526,ORD100526,PKG100526,2026-03-06,Chattogram DC,Chattogram,SEL1010,Elite Gallery,Sylhet,Narayanganj,Steadfast Courier,SKU1031,Face Wash (V2),Beauty,5,4.75,21793.35,146.91,2026-03-08,,In Transit,
SHP100527,ORD100527,PKG100527,2026-05-16,Dhaka Hub,Dhaka,SEL1010,Elite Gallery,Sylhet,Khulna,RedX,SKU1026,Storage Box,Home & Living,1,2.14,2180.24,116.25,2026-05-20,2026-05-20,Delivered,
SHP100528,ORD100528,PKG100528,2026-03-09,Rajshahi DC,Rajshahi,SEL1058,Value Mart,Comilla,Chattogram,RedX,SKU1019,Denim Jacket (V2),Apparel,4,8.31,11590.96,210.36,2026-03-13,2026-03-13,Delivered,
SHP100529,ORD100529,PKG100529,2026-04-06,Sylhet DC,Sylhet,SEL1013,Elite Trading,Dhaka,Narayanganj,Steadfast Courier,SKU1023,Table Lamp (V2),Home & Living,5,6.78,20175.4,254.12,2026-04-09,,Cancelled,
SHP100530,ORD100530,PKG100530,2025-09-30,Chattogram DC,Chattogram,SEL1032,Prime Trading,Khulna,Chattogram,Sundarban Courier,SKU1011,Cotton T-Shirt (V2),Apparel,2,10.75,8362.86,264.36,2025-10-02,,In Transit,
SHP100531,ORD100531,PKG100531,2026-06-22,Sylhet DC,Sylhet,SEL1012,Elite Traders,Dhaka,Rangpur,eCourier,SKU1049,Honey Jar (V2),Grocery,5,3.04,3789.6,144.36,2026-06-27,2026-06-27,Delivered,
SHP100532,ORD100532,PKG100532,2026-02-03,Dhaka Hub,Dhaka,SEL1007,Delta Trading,Dhaka,Sylhet,Pathao Courier,SKU1034,Hair Serum,Beauty,3,2.21,6577.71,148.45,2026-02-07,2026-02-07,Delivered,
SHP100533,ORD100533,PKG100533,2025-10-24,Sylhet DC,Sylhet,SEL1000,Bengal Bazaar,Mymensingh,Narayanganj,Pathao Courier,SKU1032,Sunscreen SPF50,Beauty,3,4.43,4702.02,198.99,2025-10-26,2025-10-26,Delivered,
SHP100534,ORD100534,PKG100534,2026-06-09,Sylhet DC,Sylhet,SEL1000,Bengal Bazaar,Mymensingh,Narayanganj,RedX,SKU1032,Sunscreen SPF50,Beauty,2,1.92,3134.68,116.17,2026-06-15,2026-06-15,Delivered,
SHP100535,ORD100535,PKG100535,2026-05-13,Chattogram DC,Chattogram,SEL1028,Modern Depot,Khulna,Rajshahi,Pathao Courier,SKU1042,Mustard Oil 1L,Grocery,1,11.36,3196.15,393.6,2026-05-16,2026-05-16,Delivered,
SHP100536,ORD100536,PKG100536,2025-09-19,Rajshahi DC,Rajshahi,SEL1026,Metro Outlet,Sylhet,Barisal,Steadfast Courier,SKU1036,Lipstick,Beauty,5,8.67,3575.8,318.2,2025-09-24,2025-09-24,Delivered,
